SKU;longDescription;Categorie;sous_categorie;manufacturer;stock_disponible;minimum_order_quantity;prix_stm_HT;prix_public_HT
P1112640-048;Zebra interface card, ethernet, RS232, fits for: ZD621d;Imprimantes d'étiquettes;Desktop;ZEBRA;77;1;65.84;108.7
ZD6A042-30EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;349;1;538.96;889.89
ZD6A142-30EL02EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;112;1;757.9;1251.38
ZD6A142-31EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, décolleur, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;659.84;1089.47
ZD6A142-31EL02EZ;Thermal Transfer Printer  74/300M  ZD621, Color Touch LCD, 203 dpi, USB, USB Host, Ethernet, Serial, 802.11ac, BT4, ROW, Dispenser  Peeler , EU and UK Cords, Swiss Font, EZPL;Imprimantes d'étiquettes;Desktop;ZEBRA;1;1;831.54;1330.46
ZD6A142-32EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, massicot, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;776.15;1281.5
ZD6A142-32EL02EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, massicot, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;922.09;1522.48
ZD6A143-30EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;109;1;684.93;1130.88
ZD6A143-30EL02EZ;Thermal Transfer Printer  74/300M  ZD621, Color Touch LCD, 300 dpi, USB, USB Host, Ethernet, Serial, 802.11ac, BT4, ROW, EU and UK Cords, Swiss Font, EZPL;Imprimantes d'étiquettes;Desktop;ZEBRA;20;1;857.43;1371.87
ZD6A143-31EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, décolleur, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;3;1;732.8;1209.96
ZD6A143-31EL02EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, décolleur, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;878.77;1450.95
ZD6A143-32EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, massicot, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;849.12;1401.99
ZD6A042-30EL02EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;684.93;1130.88
ZD6A143-32EL02EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, massicot, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;995.07;1642.98
ZD6AH42-30EF00EZ;imprimante d'étiquettes, santé, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), boîtier désinfectable, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: blanc;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;707.48;1130.88
ZD6AH43-30EF00EZ;imprimante d'étiquettes, santé, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), boîtier désinfectable, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: blanc;Imprimantes d'étiquettes;Desktop;ZEBRA;8;1;782.86;1251.38
ZD6AH43-30EL02EZ;imprimante d'étiquettes, santé, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), boîtier désinfectable, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: blanc;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;933.62;1492.36
ZD6A042-31EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, décolleur, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;586.85;968.98
ZD6A042-32EF00EZ;Thermal Transfer Printer  74/300M  ZD621, 203 dpi, USB, USB Host, Ethernet, Serial, BTLE5, Cutter, EU and UK Cords, Swiss Font, EZPL;Imprimantes d'étiquettes;Desktop;ZEBRA;24;1;725.64;1161.01
ZD6A043-30EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;611.94;1010.38
ZD6A043-30EL02EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;757.9;1251.38
ZD6A043-31EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, décolleur, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;75;1;659.84;1089.47
ZD6A043-32EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, massicot, real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;28;1;776.15;1281.5
ZD6A142-30EF00EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;14;1;611.94;1010.38
P1112640-232;Cutter, kit, fits for: ZD621t;Imprimantes d'étiquettes;Desktop;ZEBRA;70;1;139.41;230.18
P1112640-233;Dispenser, kit, fits for: ZD621t;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;28.93;47.75
P1112640-241;Spare print head, 12 dots/mm (300 dpi), fits for: ZD621t;Imprimantes d'étiquettes;Desktop;ZEBRA;6;1;240.25;300.83
P1112640-240;Spare print head, 8 dots/mm (203 dpi), fits for: ZD621t;Imprimantes d'étiquettes;Desktop;ZEBRA;18;1;117.88;147.6
ZD6A142-30ELR2EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 8 pts/mm (203 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 203 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, RFID (UHF, encodeur), inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;1815.46;2273.2
ZD6A143-30EFR2EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, RFID (UHF, encodeur), inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;1643.76;2058.2
ZD6A143-30ELR2EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, RFID (UHF, encodeur), inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;1893.42;2370.82
ZD6A143-31EFR2EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, décolleur, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, RFID (UHF, encodeur), inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;1679.04;2102.36
ZD6A143-32EFR2EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth (BLE), Ethernet, RAM: 256 Mo, flash: 512 Mo, massicot, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, RFID (UHF, encodeur), inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;1841.45;2305.74
ZD6A143-32ELR2EZ;imprimante d'étiquettes, imprimante de bureau, transfert thermique, résolution: 12 pts/mm (300 dpi), largeur de médium (max.): 118 mm, largeur d'impression (max.): 108 mm, diamètre de rouleau (max.): 127 mm, vitesse (max.): 152 mm/s, USB, USB Host, RS232, Bluetooth, Ethernet, WiFi (802.11ac), RAM: 256 Mo, flash: 512 Mo, massicot, écran (écran tactile, couleur), real time clock, détecteur black mark, détecteur d'espaces, RFID (UHF, encodeur), inclus: câble (USB), bloc d'alimentation, cordon secteur (UE, UK), couleur: gris;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;2091.14;2618.37
P1080383-227;Print head, kit, 12 dots/mm (300 dpi), fits for: ZD420t, ZD620t;Accessoires;;ZEBRA;0;1;240.25;300.83
P1080383-416;Print head, 12 dots/mm (300 dpi), fits for: ZD420d, ZD620d;Accessoires;;ZEBRA;0;1;240.25;300.83
P1080383-226;Print head, 8 dots/mm (203 dpi), fits for: ZD420t, ZD620t;Accessoires;;ZEBRA;0;1;117.88;147.6
P1080383-415;Print head, 8 dots/mm (203 dpi), fits for: ZD420d, ZD620d;Accessoires;;ZEBRA;22;1;117.88;147.6
P1112640-017C;Zebra interface card, Wi-Fi (802.11ac), fits for: ZD421d, ZD421t, ZD621d, ZD411d, ZD411t, ZD611d, ZD611t;Imprimantes d'étiquettes;Desktop;ZEBRA;0;1;127.79;211.01
P1112750-013;Print head, 12 dots/mm (300dpi), fits for: ZE521;Imprimantes d'étiquettes;Accessoires;ZEBRA;0;1;866.09;1084.45
ZKDU-001-00;ZT400 Series  Zebra Keyboard Display Unit  ZKDU ;Imprimantes d'étiquettes;Accessoires;ZEBRA;20;1;242.06;297.92
46637;Power Cord, 240VAC UK;Accessoires;;ZEBRA;833;1;8.0;9.84
BTRY-MPV-24MA1-01;Spare battery, 2500 mAh, fits for: ZQ120, ZQ220;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;5;1;31.27;40.16
SG-MPV-SC31-01;Soft case, incl: shoulder strap, fit for: ZQ120, ZQ220;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;166;1;12.95;16.63
P1070125-019;power cord, EU plug;Accessoires;;ZEBRA;0;1;7.29;9.36
P1070125-023;Kit, Acc. Power Cord for Single and Quad AC Adaptor, UK, EM4 and ZQ110;Accessoires;;ZEBRA;1;1;7.49;9.36
P1070125-107;spare battery, outer contacts, Li-Ion, 1200mAh, fits for: ZQ110;Accessoires;;ZEBRA;0;1;60.62;77.85
P1070125-027;belt clip, length, 70mm (2.76''), fits for: ZQ110;Accessoires;;ZEBRA;0;1;5.6;7.2
P1070125-037;belt strap, length: 94mm (3.7'') fits for: ZQ110;Accessoires;;ZEBRA;0;1;12.62;16.22
P1070125-016;protection soft case, IP54, fits for: ZQ110;Accessoires;;ZEBRA;4;1;46.33;59.49
P1070125-001;battery charging station, 1-Slot, fits for: ZQ110, order separately: power supply (included in printer's delivery content), power cord (included in printer's delivery content);Accessoires;;ZEBRA;0;1;22.46;28.85
P1070125-003;battery charging station, 4-Slot, fits for: ZQ110, incl.: power supply, power cord (EU);Accessoires;;ZEBRA;1;1;168.45;216.33
P1070125-004;battery charging station, 4-Slot, fits for: ZQ110, incl.: power supply, power cord (UK);Accessoires;;ZEBRA;0;1;168.45;216.33
P1070125-036;charging station, 1-Slot, fits for: ZQ110, order separately: power supply (included in printer's delivery content), power cord (included in printer's delivery content), please note: just for use with build-in battery with outer contacts;Accessoires;;ZEBRA;0;1;28.08;36.05
P1070125-030;charging station, 4-Slot, fits for: ZQ110, incl.: power supply, power cord (EU), please note: just for use with build-in battery with outer contacts;Accessoires;;ZEBRA;0;1;196.53;252.39
P1070125-031;Charging station, 4-Slot, fits for: ZQ110, incl.: power supply, power cord (UK), please note: just for use with build-in battery with outer contacts;Accessoires;;ZEBRA;0;1;196.53;252.39
P1070125-035;two-points shoulder strap, fits for: Zebra ZQ110;Accessoires;;ZEBRA;4;1;14.05;18.04
P1070125-009;vehicle power supply, 12VDC, fits for: ZQ110;Accessoires;;ZEBRA;1;1;61.57;79.06
P1070125-034;vehicle holder, fits for: ZQ110, order separately: vehicle charger;Accessoires;;ZEBRA;0;1;33.69;43.26
ZQ22-B16B1KE-00;imprimante d'étiquettes, imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 80 mm, largeur d'impression (max.): 72 mm, diamètre de rouleau (max.): 50 mm, vitesse (max.): 60 mm/s, USB, Bluetooth, NFC, ESC/POS, CPCL, RAM: 16 Mo, flash: 16 Mo, inclus: câble (USB), clip ceinture, batterie, couleur: noir;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;215.99;277.39
CRD-MPV-5SC2EU1-01;Charging station, 5 slots, incl.: power supply, power cord (EU), fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;12;1;340.57;437.36
CRD-MPV-5SC2UK1-01;Charging station, 5 slots, incl.: power supply, power cord (UK), fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;340.57;437.36
BTRY-MPV-15MA1-01;Spare battery, 1500 mAh, fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;26.39;33.89
KIT-MPV-BLTCP21-05;Belt clip, 5 pcs, fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;31.27;40.16
SG-MPV-SC21-01;Soft case, incl: shoulder strap, fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;12.95;16.63
KIT-MPV-MD2SPR1-05;Media spacers, 5 sets, 2 pcs / Set, fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;35;1;24.9;31.97
MNT-MPV-VHD21-01;Vehicle holder, fits for: ZQ210;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;34;1;44.81;57.55
BTRY-MPM-22MA1-01;Spare battery, PowerPrecision+, 2280 mAh, fits for: ZQ300 Series;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;373;1;80.92;103.92
KIT-MPM-BLTCLP5-01;Kit, Belt Clip for ZQ300/ZQ300 Plus Series  Qty 5 ;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;711;1;27.71;34.64
CRD-MPM-1SCHGEU1-01;1-slot printer docking cradle, ZQ300 Series, Includes type A to Type C USB Cable and AC to USB Adapter with EU power plug;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;801;1;80.01;100.01
CRD-MPM-1SCHGUK1-01;1-slot printer docking cradle, ZQ300 Series, Includes type A to Type C USB Cable and AC to USB Adapter with UK power plug;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;58;1;80.01;100.01
CRD-MPM-5SCHGEU1-01;5-slot printer docking cradle, ZQ300 Series, includes power supply and EU power cord;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;53;1;376.5;470.62
CRD-MPM-5SCHGUK1-01;5-slot printer docking cradle, ZQ300 Series, incl.: power supply and UK power cord;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;366.48;470.62
SG-MPM-SS231-01;Kit, Shoulder Strap;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;1255;1;9.43;11.78
MNT-MPM-VHDRD1-01;Vehicle holder, attaches to dashboard, fits for: ZQ300 Series;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;54.97;70.6
MNT-MPM-VHDRW1-01;Vehicle holder, attaches to windshield, fits for: ZQ300 Series;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;54.97;70.6
ZQ31-A0E02TE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 58 mm, largeur d'impression (max.): 48 mm, vitesse (max.): 100 mm/s, USB, Bluetooth, ZPL, CPCL, RAM: 128 Mo, flash: 256 Mo, inclus: câble (USB), clip ceinture, batterie, QSG;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;329.81;423.55
ZQ31-A0E03RE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 58 mm, largeur d'impression (max.): 48 mm, diamètre de rouleau (max.): 40 mm, vitesse (max.): 100 mm/s, USB-C, Bluetooth (BLE), NFC, capteur d'étiquettes, détecteur black mark, RAM: 128 Mo, flash: 256 Mo, batterie, 2300 mAh;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;439.68;564.64
ZQ31-A0E04TE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 58 mm, largeur d'impression (max.): 48 mm, diamètre de rouleau (max.): 40 mm, vitesse (max.): 100 mm/s, USB-C, Bluetooth (BLE), NFC, RAM: 128 Mo, flash: 256 Mo, batterie, 2300 mAh;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;361.99;464.86
ZQ31-A0W03RE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 58 mm, largeur d'impression (max.): 48 mm, diamètre de rouleau (max.): 40 mm, vitesse (max.): 100 mm/s, USB-C, Bluetooth (BLE), WiFi (802.11ac), NFC, capteur d'étiquettes, détecteur black mark, RAM: 128 Mo, flash: 256 Mo, batterie, 2300 mAh;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;447.38;574.51
KIT-MPM-PRZQ311-01;Platen roller, kit, fits for: ZQ310;Imprimantes d'étiquettes;Accessoires;ZEBRA;50;1;27.36;35.14
SG-MPM-SC21-01;Kit, Soft Case for ZQ310.;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;47;1;32.95;41.18
ZQ32-A0E02TE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 80 mm, largeur d'impression (max.): 72 mm, diamètre de rouleau (max.): 40 mm, vitesse (max.): 100 mm/s, USB, Bluetooth, NFC, émulation: ZPL, CPCL, RAM: 128 Mo, flash: 256 Mo, inclus: câble (USB), clip ceinture, batterie, QSG;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;364.7;468.37
ZQ32-A0E04TE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 80 mm, largeur d'impression (max.): 72 mm, diamètre de rouleau (max.): 40 mm, vitesse (max.): 100 mm/s, USB-C, Bluetooth (BLE), NFC, RAM: 128 Mo, flash: 256 Mo, batterie, 2300 mAh;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;399.56;513.11
ZQ32-A0W03RE-00;imprimante portative, thermique direct, 8 pts/mm (203 dpi), largeur de médium (max.): 80 mm, largeur d'impression (max.): 72 mm, diamètre de rouleau (max.): 40 mm, vitesse (max.): 100 mm/s, USB-C, Bluetooth (BLE), WiFi (802.11ac), NFC, capteur d'étiquettes, détecteur black mark, RAM: 128 Mo, flash: 256 Mo, batterie, 2300 mAh;Imprimantes d'étiquettes;Imprimantes mobiles;ZEBRA;0;1;505.42;649.06
