SKU;longDescription;Categorie;sous_categorie;manufacturer;stock_disponible;minimum_order_quantity;prix_stm_HT;prix_public_HT
JP-70CT001-00;ramasse-monnaie, écran TFT, écran large, 16:9, 17,8 cm (7''), 800x480 pixels, braquette VESA (75x75 mm), luminosité, 350cd, angle de vue, 70/60° (H/V), contraste: 400:1, DVI, VGA, inclus: câble (VGA), bloc d'alimentation (UE), couleur: argent/noir;Moniteurs (tactiles);Non tactiles;GLANCETRON;131;1;151.2;188.55
JP-70CTU01-01;ramasse-monnaie, écran TFT, écran large, 16:9, 17,8 cm (7''), 800x480 pixels, braquette VESA (75x75 mm), luminosité, 350cd, angle de vue, 70/60° (H/V), contraste: 400:1, USB, inclus: câble (USB), couleur: argent/noir;Moniteurs (tactiles);Non tactiles;GLANCETRON;81;1;201.2;399.5
8045lock;Serrure de remplacement avec clé;Tiroirs-caisses;Ouverture vers l'avant;GLANCETRON;12;1;6.25;7.09
38001153009100 + 18070081007539 CHF;Insert pour le comptage de la monnaie, pour toutes les pièces en francs suisses, remplace le compartiment pour les pièces, pour tiroir-caisse Glancetron 8070, colour Insertion: white;Tiroirs-caisses;Ouverture vers l'avant;INKIESS;0;1;59.25;89.38
3 8001 03 100 91 99;Insert pour le comptage de la monnaie, pour toutes les pièces en euros, remplace le compartiment pour les pièces, pour tiroir-caisse Glancetron 8070;Tiroirs-caisses;Ouverture vers l'avant;INKIESS;0;1;90.72;114.2
JT-XXX 38001153009100 + 18070081007530;Insert pour le comptage de la monnaie, pour toutes les pièces en couronnes suédoises, remplace le compartiment pour les pièces, pour tiroir-caisse Glancetron 8070;Tiroirs-caisses;Ouverture vers l'avant;INKIESS;0;1;59.25;89.38
16400.247-0003;Connection cable, USB (USB-A/USB-B), length: 3 m, angled;Tiroirs-caisses;Ouverture vers le haut;ANKER;2;1;20.39;21.6
1741722;RAM, 8 GB, DDR4, SO-DIMM, 3200 MHz, fits for:  P5500, P4500, P1300, C1400;Systèmes points de vente;TPV intégrés;ADATA;32;1;39.59;50.0
01.911;Waiter lock with unique number, robust, color: white;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.912;Waiter lock with unique number, robust, color: brown;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.913;Waiter lock with unique number, robust, color: green;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.914;Waiter lock with unique number, robust, color: yellow;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.915;Waiter lock with unique number, robust, color: grey;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.916;Waiter lock with unique number, robust, color: orange;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.917;Waiter lock with unique number, robust, color: blue;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.918;Waiter lock with unique number, robust, color: Red;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.919;Waiter lock with unique number, robust, color: purple;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
01.920;Waiter lock with unique number, robust, color: black;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;14.88;21.0
06.214;serrure serveur, serrure stylet, USB (émulation RS232), inclus: câble (USB, longueur de câble: 1,4 m), commandez séparément: stylet serveur, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;107.62;153.75
01.701;serrure serveur, serrure stylet (montage), RS232, inclus: câble (RS232, longueur de câble: 2 m), couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;98.88;141.25
06.114;serrure serveur, serrure stylet, USB (mode clavier), inclus: câble (USB, longueur de câble: 1,4 m), commandez séparément: stylet serveur, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;108.64;153.75
01.975;serrure serveur, serrure stylet (montage), USB (mode clavier), inclus: câble (USB, longueur de câble: 0.9 m), couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;107.62;153.75
06.205;serrure serveur, serrure stylet, USB (émulation RS232), inclus: câble (USB, longueur de câble: 0,5 m), commandez séparément: stylet serveur, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;107.62;153.75
06.105;serrure serveur, serrure stylet, USB (mode clavier), inclus: câble (USB, longueur de câble: 0,5 m), commandez séparément: stylet serveur, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;107.62;153.75
65.001;Numbering sheet with the numbers 1 to 10 for Addimat waiter pen;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;3.15;4.5
65.011;Numbering sheet with the numbers 11 to 20 for Addimat waiter pen;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;3.15;4.5
65.021;Numbering set with the numbers 21 to 30 for Addimat waiter pen;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;3.15;4.5
65.031;Numbering sheet with the numbers 31 to 40 for Addimat waiter pen;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;1;1;3.15;4.5
08.205;serrure serveur, serrure stylet, Bluetooth, inclus: câble (USB, longueur de câble: 0,5 m), commandez séparément: stylet serveur, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;182.89;214.0
08.214;serrure serveur, serrure stylet, Bluetooth, inclus: câble (USB, longueur de câble: 1,4 m), commandez séparément: stylet serveur, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;17;1;182.89;214.0
07.205;serrure serveur, serrure stylet, USB (émulation RS232), inclus: câble (USB, longueur de câble: 0,5 m), lecteur RFID, commandez séparément: stylet RFID, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;126.88;181.25
07.214;serrure serveur, serrure stylet, USB (émulation RS232), inclus: câble (USB, longueur de câble: 1,4 m), lecteur RFID, commandez séparément: stylet RFID, couleur: noir;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;126.88;181.25
67.100;Non-manipulable with keycode, colour: black;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;27;1;12.38;15.75
67.070;Non-manipulable with keycode, colour: blue;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.020;Non-manipulable with keycode, colour: brown;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.030;Non-manipulable with keycode, colour: green;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.050;Non-manipulable with keycode, colour: grey;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.060;Non-manipulable with keycode, colour: orange;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.080;Non-manipulable with keycode, colour: red;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.090;Non-manipulable with keycode, colour: violet;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.010;Non-manipulable with keycode, colour: white;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
67.040;Non-manipulable with keycode, colour: yellow;Technologie d'identification;ID magnétiques/DALLAS;ADDIMAT;0;1;12.38;15.75
16500.226-0027;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 460x100x160mm, 4 compartiments à billets, 8 compartiments à pièces, amovible, commandez séparément: base, câble , anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;1;1;167.25;189.0
16500.016-0000;Base, 24V, DIN-interface, without cable, for Anker OCC;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;96.84;110.88
16500.226-0020;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 460x100x160mm, 4 compartiments à billets, 8 compartiments à pièces, amovible, commandez séparément: base, câble , anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;3;1;166.75;189.0
08512.550-0020;Anker Release Mechanism, 12V, dark grey without cable;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;53.16;59.4
16101.185-0000;Base for Euro cash cassette, 24V, DIN-interface, without cable;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;78.06;88.48
16101.151-0000;Base for Euro cash cassette, 12V, DIN-interface, without cable;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;77.28;88.48
16102.003-1000;Connection cable, IBM-SDL-St, 6 PIN, SDL 4, length: 3.2 m,, fits for: UCD;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;18.23;20.52
16102.003-1005;Connection cable, IBM-SDL-St, 6 pin, SDL 4, length: 5 m, fits for: UCD;Tiroirs-caisses;Ouverture vers l'avant;ANKER;100;1;47.25;54.0
16101.700-0001;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 484,6x103x168mm, 5 compartiments à billets (vertical), 8 compartiments à pièces, connecteur imprimante PDV, 24 V, 8,4kg, couleur: gris clair;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;377.05;430.92
42700.002-0000;Cash drawer opener, 12 / 24 V, Cashcontrol, interface: USB;Accessoires;;ANKER;0;1;83.61;96.12
08512.580-0020;Coin Cup, for Anker Universal Cash Cassette (UCD);Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;4.66;5.29
16101.901-0000;Coin cups set, 9 pcs.: ECC;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;25.65;27.0
16400.385-0020;Coin cups, pack of 8, fits for: UCC OCC;Tiroirs-caisses;Ouverture vers le haut;ANKER;2;1;23.81;27.0
16101.341-0150;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 482x100x175mm, 6 compartiments à billets, 9 compartiments à pièces, 1 compartimeent à reçus, connecteur imprimante PDV, commandez séparément: base, câble , couleur: gris clair;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;180.09;204.12
15160.314-0521;Paddle, with handle, length: 44 cm, weight: 0.43 kg, fits for: Ingenico Desk/3500;Accessoires;;ANKER;0;1;109.9;124.95
15160.314-0522;Paddle, with handle, length: 44 cm, weight: 0.43 kg, fits for: Ingenico Desk/5000;Accessoires;;ANKER;0;1;109.9;124.95
29101.102-0907;money insert, 9 coin / 4 note compartments, 1  receipt slot, anthracite, fits for: MDX16 / MDX39;Tiroirs-caisses;Ouverture vers l'avant;ANKER;9;1;27.4;31.32
16101.150-0150;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 482x100x175mm, 6 compartiments à billets, 9 compartiments à pièces, 1 compartimeent à reçus, connecteur imprimante PDV, commandez séparément: base, câble , couleur: gris clair;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;142.53;160.92
16101.276-0120;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 482x100x175mm, 6 compartiments à billets, 9 compartiments à pièces, 1 compartimeent à reçus, boîtier ouvert, connecteur imprimante PDV, commandez séparément: base, câble , couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;125.72;150.12
16101.150-0120;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 482x100x175mm, 6 compartiments à billets, 9 compartiments à pièces, 1 compartimeent à reçus, connecteur imprimante PDV, commandez séparément: base, câble , couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;141.97;160.92
16101.150-0121;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 482x100x175mm, 6 compartiments à billets, 9 compartiments à pièces, 1 compartimeent à reçus, fermeture différente, connecteur imprimante PDV, commandez séparément: base, câble , couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;141.97;160.92
16101.150-0151;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 482x100x175mm, 6 compartiments à billets, 9 compartiments à pièces, 1 compartimeent à reçus, fermeture différente, connecteur imprimante PDV, commandez séparément: base, câble , couleur: gris clair;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;142.35;160.92
15100.435-0023;Anker Flexi Stand, 180mm socket, fits for Verifone H5000;Accessoires;;ANKER;0;1;135.66;142.8
15100.435-0025;Anker Flexi Stand, 180mm socket, fits for Ingenico ICT250;Accessoires;;ANKER;0;1;148.2;156.0
15100.435-0021;Anker Flexi Stand, 180mm socket, fits for Ingenico IPP350;Accessoires;;ANKER;0;1;135.66;142.8
15100.435-0024;Anker Flexi Stand, 180mm socket, fits for Ingenico IPP480;Accessoires;;ANKER;0;1;147.63;155.4
16102.001-1001;Cable cash cassette, black, 1 m, RJ12, Epson Printer compatible, angled;Tiroirs-caisses;Ouverture vers le haut;ANKER;24;1;9.51;10.8
16102.001-1003;Cable cash cassette, black, 3 m, RJ12, Epson Printer compatible, angled;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;14.29;16.2
16102.001-1002;Cable cash cassette, black, 3 m, RJ12, Epson Printer compatible, angled;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;12.38;14.04
08512.620-0020;tiroir-caisse, ouverture avant, dimensions (LxHxP): 385x95x435mm, insert: 4 compartiments à billets, 8 compartiments à pièces, 1 compartiment à chèques, connecteur imprimante PDV, DIN, 12 V, longueur de câble: 3 m, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;205.39;243.0
08512.571-0020;Coin holder (8 Cups) for Anker UCD, UCC;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;52.59;64.8
08512.435-0020;Insert pour billets et pièces rabattable pour tiroirs-caisses UCD, inclus dans le volume de livraison, veuillez le commander seulement dans le cas que vous ayez besoin d´inserts supplémentaires;Tiroirs-caisses;Ouverture vers l'avant;ANKER;124;1;65.74;74.52
08512.621-0020;tiroir-caisse, ouverture avant, dimensions (LxHxP): 385x95x435mm, insert: 4 compartiments à billets, 8 compartiments à pièces, 1 compartiment à chèques, connecteur imprimante PDV, DIN, 24 V, longueur de câble: 3 m, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;73;1;214.4;243.0
08512.621-0050;tiroir-caisse, ouverture avant, dimensions (LxHxP): 385x95x435mm, insert: 4 compartiments à billets, 8 compartiments à pièces, 1 compartiment à chèques, connecteur imprimante PDV, DIN, 24 V, longueur de câble: 3 m, couleur: gris clair;Tiroirs-caisses;Ouverture vers l'avant;ANKER;121;1;227.81;243.0
08512.623-0020;tiroir-caisse, ouverture avant, dimensions (LxHxP): 385x95x435mm, insert: 4 compartiments à billets, 8 compartiments à pièces, 1 compartiment à chèques, connecteur imprimante PDV, DIN, 24 V, longueur de câble: 3 m, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;240;60;210.81;243.0
99019.165-1000;Lock with 2 keys, different closing (01 - 50), fits for: ECC, SCC, SCC plus, UCC, OCC, UCD, only for models with standard lock;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;12.5;16.0
99019.164-1001;Key set, 2 keys, fits for: SCC+, ECC, OCC;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;6.48;6.82
09725.178-3100;Solenoid for base, 36 V, 10 pcs., fits for: ECC, SCC+;Tiroirs-caisses;Ouverture vers le haut;ANKER;18;1;127.03;249.0
29101.090-0020;connection cable for cash drawer, 2 m, Epson/RJ12, fits for: MDX32-43, MDS45/54;Tiroirs-caisses;Ouverture vers l'avant;ANKER;38;1;10.48;11.88
29101.053-0020;tiroir-caisse, ouverture avant, commerce, 460x130x230mm, 4 compartiments à billets (vertical), 8 compartiments à pièces, amovible, 1 compartimeent à reçus, 1 fente à chèques, serrure à cylindre, serrure 3 positions, fermeture identique, 24 V, RJ11, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;6;1;294.45;333.0
29101.058-0020;Lockable lid, identical locks, fits for: MDS45;Tiroirs-caisses;Ouverture vers l'avant;ANKER;4;1;28.35;32.4
29101.101-0020;tiroir-caisse, ouverture avant, dimensions (LxHxP): 330x89x360mm, insert: 5 compartiments à billets (horizontal), 8 compartiments à pièces, serrure 3 positions, fermeture identique, connecteur imprimante PDV, RJ12, 24 V, inclus: câble (RJ12, 2 m), couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;30;1;68.11;71.7
29101.101-0080;tiroir-caisse, ouverture avant, dimensions (LxHxP): 330x89x360mm, insert: 5 compartiments à billets (horizontal), 8 compartiments à pièces, serrure 3 positions, fermeture identique, connecteur imprimante PDV, RJ12, 24 V, inclus: câble (RJ12, 2 m), couleur: blanc (brillant);Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;68.11;71.7
29101.101-0320;tiroir-caisse, ouverture avant (manuel), dimensions (LxHxP): 330x89x360mm, insert: 5 compartiments à billets (horizontal), 8 compartiments à pièces, serrure 3 positions, fermeture identique, connecteur imprimante PDV, RJ12, 24 V, inclus: câble (RJ12), couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;68.11;71.7
29101.101-0380;tiroir-caisse, ouverture avant (manuel), dimensions (LxHxP): 330x89x360mm, insert: 5 compartiments à billets (horizontal), 8 compartiments à pièces, serrure 3 positions, fermeture identique, couleur: blanc;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;67.36;71.7
29101.102-0320;tiroir-caisse, ouverture avant (manuel), dimensions (LxHxP): 417x100x417mm, insert: 4 compartiments à billets (horizontal), 9 compartiments à pièces, 1 compartimeent à reçus, 1 fente à chèques, serrure 3 positions, fermeture identique, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;85.37;89.86
29101.102-0025;tiroir-caisse, ouverture avant, dimensions (LxHxP): 417x100x417mm, insert: 5 compartiments à billets (horizontal), 9 compartiments à pièces, 1 compartimeent à reçus, 1 fente à chèques, serrure 3 positions, fermeture identique, connecteur imprimante PDV, RJ12, 24 V, inclus: câble (RJ12, 2 m), couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;15;1;85.37;89.86
29101.102-0904;Lockable lid, identical locks, fits for: MDX16, MDX39;Tiroirs-caisses;Ouverture vers l'avant;ANKER;9;1;28.35;32.4
29101.102-0905;mounting frame set,  for mounting under the desk, incl.: 2 brackets, fits for: MDX16;Tiroirs-caisses;Ouverture vers l'avant;ANKER;2;1;27.4;31.32
29101.103-0020;tiroir-caisse, ouverture avant, dimensions (LxHxP): 440x120x460mm, insert: 5 compartiments à billets (horizontal), 8 compartiments à pièces, 1 compartimeent à reçus, 2 fente à chèques, serrure 3 positions, fermeture identique, connecteur imprimante PDV, RJ12, 24 V, inclus: câble (RJ12), couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;102.6;108.0
29101.103-0320;tiroir-caisse, ouverture avant (manuel), dimensions (LxHxP): 440x120x460mm, insert: 5 compartiments à billets (horizontal), 8 compartiments à pièces, 1 compartimeent à reçus, 2 fente à chèques, serrure 3 positions, fermeture identique, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;101.24;108.0
29101.103-0905;Mounting frame set, for mounting under the desk, 2 brackets, fits for: MDX18;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;27.4;31.32
29101.023-0020;tiroir-caisse, ouverture avant, 330x130x420mm, 6 compartiments à billets, 8 compartiments à pièces, amovible, 2 compartiments à reçus, 1 fente à chèques, serrure 3 positions, fermeture identique, RJ11, RJ12, 24 V, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;13;1;273.85;307.8
29101.028-0021;Lockable lid, random locks, fits for: MDX32;Tiroirs-caisses;Ouverture vers l'avant;ESEN;0;1;28.35;32.4
29101.028-0020;Lockable lid, identical locks, fits for: MDX32;Tiroirs-caisses;Ouverture vers l'avant;ANKER;4;1;28.35;32.4
29101.013-0020;tiroir-caisse, ouverture avant, 390x100x370mm, 4 compartiments à billets, 9 compartiments à pièces, amovible, 1 compartimeent à reçus, 1 fente à chèques, serrure 3 positions, fermeture identique, connecteur imprimante PDV, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;8;1;166.75;189.0
29101.033-0020;tiroir-caisse, ouverture avant, 420x120x420mm, 5 compartiments à billets, 8 compartiments à pièces, amovible, 2 compartiments à reçus, 1 fente à chèques, serrure 3 positions, fermeture identique, RJ11, RJ12, 24 V, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;302.4;345.6
29101.101-0906;Mounting frame set, for mounting under the desk, 2 brackets, shiny white, fits for: MDX13, MDX13E;Tiroirs-caisses;Ouverture vers l'avant;ANKER;7;1;30.1;34.4
29101.101-0905;Mounting frame set, for mounting under the desk, 2 brackets, anthracite, fits for: MDX13, MDX13E;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;32.68;34.4
15100.432-0025;nker Flexi Stand, 180mm socket, fits for Verifone MX925;Accessoires;;ANKER;1;1;159.79;168.2
08031.003-0020;Note holder, plastic, adhesive, for Anker cash drawer, color: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;30;1;2.85;3.24
08031.003-0050;note holder (3M tape), plastic, light grey, fits for: all Anker cash cassettes;Tiroirs-caisses;Ouverture vers le haut;ANKER;89;1;2.85;3.24
56100.050-0100;note holder (3M tape), stailness steel;Tiroirs-caisses;Ouverture vers le haut;ANKER;99;1;6.25;7.02
16101.420-0000;Anker cassette opening station, for Anker ECC, SCC, SCC plus, OCD and OCC;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;221.31;247.32
99019.156-0000;Plug lock, 2000 closures, incl. two keys;Tiroirs-caisses;Ouverture vers le haut;ANKER;30;1;18.51;21.0
08512.551-0020;Mécanisme d'ouverture de caisse Anker , 24V, gris foncé, sans câble;Tiroirs-caisses;Ouverture vers l'avant;ANKER;24;1;52.41;59.4
08512.562-0020;Anker release mechanism for cash drawer UCD, 36V, fits for IBM cashiers, with diode, anthrazit;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;61.5;74.52
08512.855-0020;Release Mechanism, colour: anthrazit, incl.: USB cable, length: 3 m, fits for: UCD;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;147.61;167.4
08512.551-0050;Anker Release Mechanism, 24V, white, without cable;Tiroirs-caisses;Ouverture vers l'avant;ANKER;0;1;52.55;59.4
60100.060-0010;RK10S EPSON Retrofit, for Samsung A7 and EPSON TM-m30 series, shiny black, stainless steel bracket, closed front panelwith ANKER logo, housing for retrofitting (without tablet / without printer);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0040;RK10S EPSON Retrofit, for Samsung A7 and EPSON TM-m30 series, pearl white, stainless steel bracket, closed front panel withANKER logo, housing for retrofitting (without tablet / without printer);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0011;RK10S EPSON Retrofit, for Samsung A7 and EPSON TM-m30 series, shiny black, stainless steel bracket, front panel withdisplay cut-out and ANKER logo, housing for retrofitting (without tablet / without printer / without customer display);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0041;RK10S EPSON Retrofit, for Samsung A7 and EPSON TM-m30 series, pearl white, stainless steel bracket, front panel withdisplay cut-out and ANKER logo, housing for retrofitting (without tablet / without printer / without customer display);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0012;RK10S EPSON Retrofit, für Apple iPad Air 4 and EPSON TM-m30 series, shiny black, stainless steel bracket, closed front panelwith ANKER logo, housing for retrofitting (without tablet / without printer);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0042;RK10S EPSON Retrofit, für Apple iPad Air 4 and EPSON TM-m30 series, pearl white, stainless steel bracket, closed front panelwith ANKER logo, housing for retrofitting (without tablet / without printer);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0013;RK10S EPSON Retrofit, für Apple iPad Air 4 and EPSON TM-m30 series, shiny black, stainless steel bracket, front panel withdisplay cut-out and ANKER logo, housing for retrofitting (without tablet / without printer / without customer display);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
60100.060-0043;RK10S EPSON Retrofit, für Apple iPad Air 4 and EPSON TM-m30 series, pearl white, stainless steel bracket, front panel withdisplay cut-out and ANKER logo, housing for retrofitting (without tablet / without printer / without customer display);Systèmes points de vente;Accessoires;ANKER;0;1;296.81;398.0
16104.110-0155;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture différente, commandez séparément: câble d'interface, couleur: blanc (RAL9002);Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;147.61;167.4
16104.321-0123;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture différente, Verrouillage de la serrure, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;157.22;178.2
16104.321-0150;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture identique, Verrouillage de la serrure, commandez séparément: câble d'interface, couleur: blanc (RAL9002);Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;157.22;178.2
16104.110-0123;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture différente, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;147.61;167.4
16104.110-0121;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture identique, commandez séparément: câble d'interface, couleur: blanc, gris;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;147.61;167.4
16104.400-0020;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture différente, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;166.77;189.0
16104.110-9120;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture identique, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;166.77;189.0
16104.110-0150;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture identique, commandez séparément: câble d'interface, couleur: blanc (RAL9002);Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;147.61;167.4
16104.110-0120;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, serrure 2 positions, fermeture identique, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;24;1;147.61;167.4
16104.295-0120;tiroir-caisse, ouverture en haut, dimensions (LxHxP): 459x100x155mm, insert: 4 compartiments à billets, 8 compartiments à pièces, commandez séparément: câble d'interface, couleur: anthracite;Tiroirs-caisses;Ouverture vers le haut;ANKER;0;1;157.22;178.2
